hole_id,from,to,Au_ppm,Ag_ppm,Cu_pct,Pb_pct,Zn_pct,As_ppm,Al_pct,Fe_pct,Mg_pct,Ca_pct,Na_pct,K_pct,Ti_pct
OR-26-06,4.0,6.0,0.009,0.05,0.004,0.002,0.009,1.4,6.94,5.36,2.45,1.32,1.49,1.02,0.36
OR-26-06,6.0,8.0,0.016,0.06,0.009,0.002,0.009,1.5,7.78,5.44,2.64,1.37,1.31,1.01,0.37
OR-26-06,8.0,10.0,0.005,0.03,0.004,0.001,0.006,6.0,9.53,6.48,2.59,3.36,2.32,2.68,0.67
OR-26-06,10.0,12.0,0.02,0.06,0.008,0.001,0.012,4.3,9.53,6.6,1.9,3.06,2.0,2.95,0.53
OR-26-06,12.0,14.0,0.009,0.04,0.004,0.001,0.005,3.9,9.56,5.17,2.26,3.36,1.84,2.52,0.89
OR-26-06,14.0,16.0,0.007,0.02,0.015,0.001,0.007,4.6,10.78,6.82,2.41,1.73,1.32,3.21,0.61
OR-26-06,16.0,18.0,0.024,0.06,0.014,0.003,0.009,1.6,10.05,5.88,2.18,1.96,1.73,2.82,0.52
OR-26-06,18.0,20.0,0.009,0.03,0.006,0.001,0.008,1.5,10.96,4.92,1.93,3.14,1.56,3.21,0.86
OR-26-06,20.0,22.0,0.004,0.02,0.012,0.005,0.028,2.0,10.08,5.57,1.88,1.62,1.91,2.17,0.59
OR-26-06,22.0,24.0,0.007,0.04,0.007,0.002,0.008,2.8,9.55,6.1,2.22,3.79,1.33,3.07,0.66
OR-26-06,24.0,26.0,0.005,0.02,0.004,0.003,0.01,2.8,9.38,4.44,1.78,1.21,1.82,2.97,0.84
OR-26-06,26.0,28.0,0.003,0.02,0.008,0.002,0.009,0.9,11.51,4.86,1.91,2.5,1.61,3.19,0.58
OR-26-06,28.0,30.0,0.028,0.1,0.012,0.002,0.009,2.3,11.76,6.34,1.96,3.32,1.17,2.59,0.73
OR-26-06,30.0,32.0,0.014,0.07,0.003,0.003,0.011,1.5,10.27,4.59,2.86,3.8,2.45,2.38,0.51
OR-26-06,32.0,34.0,0.009,0.05,0.008,0.004,0.016,4.1,9.03,5.45,2.86,2.46,2.04,2.8,0.87
OR-26-06,34.0,36.0,0.006,0.02,0.005,0.001,0.006,0.8,10.36,5.49,2.05,2.37,1.05,2.06,0.89
OR-26-06,36.0,38.0,0.008,0.05,0.006,0.004,0.019,2.6,9.66,6.3,2.31,2.99,2.09,2.86,0.77
OR-26-06,38.0,40.0,0.008,0.03,0.01,0.002,0.014,5.0,9.07,5.75,2.55,3.47,2.07,2.9,0.64
OR-26-06,40.0,42.0,0.02,0.08,0.003,0.003,0.015,8.0,10.98,6.28,1.92,3.82,1.88,2.82,0.65
OR-26-06,42.0,44.0,0.029,0.12,0.011,0.004,0.019,12.0,10.03,4.92,2.3,2.44,1.6,2.45,0.5
OR-26-06,44.0,46.0,0.022,0.12,0.008,0.001,0.007,3.3,10.55,6.04,2.75,2.31,1.32,2.06,0.74
OR-26-06,46.0,48.0,0.008,0.03,0.008,0.002,0.009,3.7,8.72,5.76,2.05,6.49,3.5,1.38,0.67
OR-26-06,48.0,50.0,0.02,0.1,0.011,0.005,0.016,2.1,9.39,6.03,2.91,6.57,2.71,1.27,0.81
OR-26-06,50.0,52.0,0.007,0.02,0.009,0.005,0.019,2.9,8.37,7.65,3.86,6.12,3.69,1.4,0.54
OR-26-06,52.0,54.0,0.02,0.09,0.006,0.002,0.008,10.2,9.41,5.97,3.29,6.71,2.6,2.17,0.59
OR-26-06,54.0,56.0,0.008,0.02,0.003,0.001,0.007,3.3,8.29,6.27,3.94,4.11,3.75,1.41,0.9
OR-26-06,56.0,58.0,0.024,0.11,0.014,0.003,0.019,6.7,8.35,6.14,2.21,6.71,3.06,2.17,0.55
OR-26-06,58.0,60.0,0.01,0.03,0.009,0.003,0.012,1.8,8.99,7.57,3.17,5.38,3.31,2.12,0.69
OR-26-06,60.0,62.0,0.006,0.02,0.004,0.001,0.011,4.6,8.96,7.91,3.98,6.84,3.34,1.79,0.96
OR-26-06,62.0,64.0,0.006,0.03,0.005,0.005,0.028,2.7,8.01,5.09,2.06,6.64,3.63,1.91,0.63
OR-26-06,64.0,66.0,0.013,0.05,0.007,0.002,0.008,4.2,9.21,5.89,3.6,4.32,3.44,1.48,0.58
OR-26-06,66.0,68.0,0.003,0.02,0.016,0.002,0.01,3.5,9.07,5.24,3.89,6.54,3.45,2.19,0.59
OR-26-06,68.0,70.0,0.008,0.04,0.008,0.002,0.011,2.5,8.6,5.74,3.92,4.51,2.77,2.18,0.56
OR-26-06,70.0,72.0,0.005,0.02,0.019,0.003,0.015,4.9,9.08,7.79,2.82,5.92,3.5,1.44,0.55
OR-26-06,72.0,74.0,0.026,0.11,0.003,0.001,0.01,2.1,9.55,6.99,2.05,6.82,3.01,1.76,0.99
OR-26-06,74.0,76.0,0.019,0.06,0.007,0.001,0.005,1.4,9.08,5.64,3.71,4.41,3.51,1.09,0.95
OR-26-06,76.0,78.0,0.005,0.02,0.013,0.002,0.008,4.8,8.71,6.88,2.18,5.62,3.02,1.82,0.66
OR-26-06,78.0,80.0,0.009,0.02,0.015,0.001,0.012,3.6,9.16,5.33,2.01,5.87,2.5,1.61,0.69
OR-26-06,80.0,82.0,0.025,0.06,0.004,0.002,0.009,4.0,8.67,6.08,3.7,6.93,3.49,1.91,0.69
OR-26-06,82.0,84.0,0.023,0.14,0.007,0.001,0.005,7.5,9.46,5.43,3.0,4.41,3.51,1.64,0.53
OR-26-06,84.0,86.0,0.029,0.16,0.016,0.002,0.009,5.3,9.68,5.99,2.56,6.36,3.65,1.67,0.76
OR-26-06,86.0,88.0,0.013,0.05,0.003,0.004,0.017,7.1,8.35,6.34,3.21,6.65,2.53,1.12,0.6
OR-26-06,88.0,90.0,0.016,0.07,0.004,0.002,0.01,3.8,9.85,7.13,3.24,6.31,2.65,1.69,0.63
OR-26-06,90.0,92.0,0.011,0.03,0.007,0.003,0.019,1.9,9.35,6.69,2.23,4.65,3.39,2.13,0.72
OR-26-06,92.0,94.0,0.013,0.06,0.009,0.002,0.017,9.0,8.2,7.82,2.93,5.37,2.6,1.18,0.9
OR-26-06,94.0,96.0,0.018,0.07,0.004,0.001,0.005,4.6,8.82,6.41,2.05,5.7,2.71,1.6,0.88
OR-26-06,96.0,98.0,0.017,0.04,0.009,0.002,0.013,2.9,9.01,5.75,3.45,6.57,3.38,1.34,0.53
OR-26-06,98.0,100.0,0.702,10.36,0.015,0.036,0.167,41.5,9.65,5.01,3.8,5.47,3.58,1.37,0.62
OR-26-06,100.0,102.0,0.332,2.76,0.078,0.013,0.035,10.2,8.5,6.93,3.07,5.76,2.57,1.28,0.64
OR-26-06,102.0,104.0,0.383,3.35,0.049,0.017,0.061,29.3,9.26,5.36,2.71,5.92,3.43,2.09,0.87
OR-26-06,104.0,106.0,0.544,4.18,0.057,0.024,0.061,36.9,9.03,5.2,3.66,4.8,3.61,1.28,0.76
OR-26-06,106.0,108.0,6.731,157.57,0.682,0.128,0.415,36.8,4.33,6.2,1.03,1.35,0.27,3.43,0.46
OR-26-06,108.0,110.0,1.513,32.04,1.526,0.168,0.461,24.9,6.76,5.16,0.77,0.6,0.74,2.55,0.22
OR-26-06,110.0,112.0,1.268,13.69,0.359,0.168,0.779,84.9,5.68,4.57,1.78,0.44,0.47,2.2,0.24
OR-26-06,112.0,114.0,0.727,12.23,0.611,0.286,1.367,139.9,5.92,4.24,1.95,0.37,0.44,1.82,0.24
OR-26-06,114.0,116.0,17.225,183.27,0.253,0.033,0.214,44.3,4.39,6.73,1.41,1.13,0.64,3.38,0.49
OR-26-06,116.0,118.0,1.276,20.47,0.499,0.121,0.313,33.6,6.62,3.74,1.28,0.47,0.18,3.03,0.47
OR-26-06,118.0,120.0,0.478,6.46,2.387,0.022,0.087,76.2,6.69,4.16,1.1,1.3,0.39,2.94,0.38
OR-26-06,120.0,122.0,7.372,169.81,0.45,0.276,1.12,294.3,4.63,5.31,1.4,0.26,0.47,2.99,0.26
OR-26-06,122.0,124.0,8.954,156.89,0.236,0.57,1.818,51.2,4.85,6.84,1.9,0.39,0.64,3.73,0.4
OR-26-06,124.0,126.0,8.469,199.29,1.236,0.213,0.444,110.1,6.7,6.41,1.99,0.37,0.4,1.66,0.41
OR-26-06,126.0,128.0,1.642,37.46,0.596,0.056,0.311,41.1,5.66,3.28,1.34,0.85,0.31,1.7,0.32
OR-26-06,128.0,130.0,2.932,35.48,0.037,0.029,0.123,13.3,7.1,10.21,6.72,8.0,2.61,0.75,1.77
OR-26-06,130.0,132.0,0.2,1.7,0.027,0.015,0.082,56.1,8.84,11.18,6.75,8.39,2.72,0.53,1.68
OR-26-06,132.0,134.0,0.385,4.94,0.027,0.016,0.076,37.5,7.26,11.75,6.42,8.44,1.93,0.67,1.36
OR-26-06,134.0,136.0,0.455,4.79,0.022,0.067,0.654,10.2,7.76,12.96,5.24,7.55,2.33,0.44,1.27
OR-26-06,136.0,138.0,0.993,12.87,0.071,0.078,0.252,20.3,7.09,10.79,5.34,7.18,2.57,0.71,1.71
OR-26-06,138.0,140.0,0.042,0.24,0.002,0.002,0.014,3.3,8.43,12.72,7.34,6.26,2.2,0.89,1.58
OR-26-06,140.0,142.0,0.011,0.04,0.006,0.001,0.01,1.3,8.15,10.96,6.56,7.42,2.8,0.51,1.43
OR-26-06,142.0,144.0,0.007,0.02,0.006,0.002,0.009,2.6,7.92,12.63,7.79,8.9,2.73,0.65,1.49
OR-26-06,144.0,146.0,0.003,0.02,0.007,0.003,0.011,3.7,7.51,11.02,6.58,7.24,2.21,0.31,1.12
OR-26-06,146.0,148.0,0.006,0.03,0.008,0.002,0.008,2.4,8.71,11.33,6.35,7.78,2.79,0.38,1.39
OR-26-06,148.0,150.0,0.025,0.06,0.009,0.005,0.023,6.2,7.69,12.06,6.14,7.83,2.49,0.78,1.52
OR-26-06,150.0,152.0,0.003,0.02,0.012,0.004,0.012,6.4,8.31,12.01,6.42,7.16,2.15,0.41,1.64
OR-26-06,152.0,154.0,0.016,0.04,0.003,0.001,0.005,4.2,7.75,11.7,7.68,7.6,2.61,0.96,1.76
OR-26-06,154.0,156.0,0.022,0.05,0.023,0.001,0.005,5.5,8.11,11.49,5.36,6.34,2.15,0.6,1.51
OR-26-06,156.0,158.0,0.003,0.02,0.007,0.003,0.013,4.2,8.07,9.71,5.22,6.25,2.23,0.98,1.12
OR-26-06,158.0,160.0,0.01,0.03,0.005,0.002,0.01,14.6,8.31,12.88,5.16,8.45,2.55,0.35,1.43
OR-26-06,160.0,162.0,0.03,0.11,0.005,0.006,0.034,3.9,7.18,9.05,6.18,7.73,1.89,0.46,1.69
OR-26-06,162.0,164.0,0.016,0.04,0.014,0.003,0.014,2.3,8.45,10.77,5.95,9.13,2.44,0.77,1.72
OR-26-06,164.0,166.0,0.006,0.02,0.015,0.001,0.006,7.6,7.49,11.8,7.8,9.5,2.19,0.32,1.3
OR-26-06,166.0,168.0,0.005,0.02,0.01,0.003,0.012,5.1,8.46,9.37,5.95,7.16,1.96,0.75,1.79
OR-26-06,168.0,170.0,0.012,0.04,0.004,0.003,0.017,8.8,7.79,12.49,5.43,6.8,2.42,0.65,1.55
OR-26-06,170.0,172.0,0.031,0.08,0.009,0.001,0.007,3.3,8.27,10.52,7.97,7.92,2.63,0.87,1.48
OR-26-06,172.0,174.0,0.013,0.07,0.004,0.001,0.009,1.2,8.75,10.34,7.51,9.47,2.37,0.9,1.2
OR-26-06,174.0,176.0,0.015,0.03,0.007,0.003,0.011,7.0,7.65,9.02,5.94,9.92,2.56,0.4,1.52
OR-26-06,176.0,178.0,0.005,0.03,0.003,0.002,0.009,3.6,10.62,6.02,2.97,2.98,1.34,2.35,0.7
OR-26-06,178.0,180.0,0.026,0.08,0.005,0.001,0.005,2.8,9.4,4.59,2.69,3.13,2.05,3.16,0.58
OR-26-06,180.0,182.0,0.031,0.09,0.01,0.005,0.017,4.1,9.85,6.7,2.42,1.87,1.47,2.45,0.63
OR-26-06,182.0,184.0,0.032,0.14,0.008,0.002,0.017,7.9,9.05,6.92,2.11,3.48,2.47,2.05,0.61
OR-26-06,184.0,186.0,0.011,0.05,0.005,0.002,0.008,1.3,10.32,6.98,1.7,1.28,2.04,3.33,0.52
OR-26-06,186.0,188.0,0.006,0.03,0.008,0.004,0.024,2.1,11.45,6.57,2.04,1.7,2.47,2.08,0.66
OR-26-06,188.0,190.0,0.008,0.02,0.008,0.002,0.007,1.3,9.07,4.47,1.96,1.23,2.21,2.86,0.83
OR-26-06,190.0,192.0,0.01,0.02,0.012,0.005,0.025,1.7,11.41,6.73,2.11,2.02,1.76,2.89,0.77
OR-26-06,192.0,194.0,0.028,0.08,0.019,0.003,0.015,6.0,9.48,4.11,2.56,1.09,1.52,2.69,0.57
OR-26-06,194.0,196.0,0.009,0.02,0.004,0.002,0.014,3.2,10.41,4.35,2.36,3.82,1.98,2.01,0.84
OR-26-06,196.0,198.0,0.007,0.02,0.014,0.001,0.008,2.9,11.89,6.3,1.93,2.89,1.72,3.2,0.6
OR-26-06,198.0,200.0,0.015,0.07,0.007,0.002,0.007,2.1,11.97,4.19,2.09,3.86,2.08,2.78,0.68
OR-26-06,200.0,202.0,0.009,0.05,0.003,0.003,0.016,4.6,11.1,5.26,2.95,3.56,1.33,3.34,0.68
OR-26-06,202.0,204.0,0.009,0.02,0.005,0.002,0.017,3.9,11.94,4.07,2.92,1.85,2.02,3.09,0.69
OR-26-06,204.0,206.0,0.014,0.03,0.007,0.002,0.009,4.5,9.52,6.71,2.13,3.65,1.92,2.51,0.64
OR-26-06,206.0,208.0,0.005,0.02,0.011,0.002,0.009,2.4,10.55,6.62,2.31,3.0,2.0,2.56,0.68
OR-26-06,208.0,210.0,0.008,0.05,0.008,0.003,0.018,5.1,11.05,6.35,2.5,1.5,1.18,3.13,0.74
OR-26-06,210.0,212.0,0.006,0.02,0.007,0.002,0.007,3.7,8.19,12.94,7.89,6.55,2.5,0.36,1.69
OR-26-06,212.0,214.0,0.007,0.04,0.006,0.002,0.018,2.6,7.31,9.44,5.68,9.44,2.67,0.73,1.26
OR-26-06,214.0,216.0,0.002,0.02,0.006,0.001,0.004,4.2,7.88,10.38,7.82,7.57,1.91,0.71,1.3
OR-26-06,216.0,218.0,0.015,0.09,0.005,0.002,0.015,2.6,8.43,12.01,5.89,6.15,2.15,0.68,1.24
OR-26-06,218.0,220.0,0.019,0.05,0.007,0.002,0.008,2.5,8.01,9.74,7.04,8.02,2.02,0.94,1.44
OR-26-06,220.0,222.0,0.045,0.14,0.005,0.001,0.012,4.2,7.86,10.31,6.12,6.0,2.03,0.63,1.27
OR-26-06,222.0,224.0,0.013,0.05,0.011,0.007,0.025,8.0,8.55,10.31,7.43,9.69,2.44,0.78,1.19
OR-26-06,224.0,226.0,0.008,0.03,0.007,0.001,0.005,6.6,8.95,10.66,7.4,8.28,2.44,0.35,1.11
OR-26-06,226.0,228.0,0.015,0.07,0.01,0.002,0.007,2.1,8.4,7.37,4.94,5.82,2.2,1.6,0.74
OR-26-06,228.0,230.0,0.01,0.02,0.007,0.003,0.011,7.5,9.9,8.69,4.26,3.35,2.78,0.84,0.85
OR-26-06,230.0,232.0,0.006,0.02,0.004,0.006,0.027,3.6,7.94,7.87,4.62,5.7,2.42,1.14,1.19
OR-26-06,232.0,234.0,0.013,0.05,0.005,0.005,0.02,9.7,7.33,8.34,5.63,3.99,2.77,0.87,0.97
OR-26-06,234.0,236.0,0.006,0.02,0.007,0.002,0.011,5.0,7.44,8.57,3.77,3.37,1.73,0.84,1.12
OR-26-06,236.0,238.0,0.038,0.16,0.007,0.003,0.013,3.0,9.63,7.7,5.02,5.26,1.77,1.37,1.08
OR-26-06,238.0,240.0,0.008,0.02,0.01,0.001,0.007,3.8,7.82,6.22,4.51,5.76,2.39,0.92,0.68
OR-26-06,240.0,242.0,0.013,0.06,0.012,0.002,0.009,4.0,7.29,7.53,3.96,3.03,2.06,1.33,0.9
OR-26-06,242.0,244.0,0.017,0.07,0.004,0.002,0.007,3.2,9.26,6.54,5.5,5.65,1.76,0.98,0.94
OR-26-06,244.0,246.0,0.004,0.02,0.009,0.003,0.014,2.9,8.45,7.34,5.12,5.01,1.5,1.22,0.78
OR-26-06,246.0,248.0,0.029,0.15,0.007,0.003,0.021,3.3,7.89,6.72,5.53,5.9,2.57,1.39,1.13
OR-26-06,248.0,250.0,0.023,0.08,0.005,0.003,0.017,8.3,7.12,8.48,3.29,4.5,1.82,1.58,0.94
OR-26-06,250.0,252.0,0.009,0.05,0.005,0.001,0.01,2.9,8.57,9.97,5.29,5.63,2.09,0.98,0.62
OR-26-06,252.0,254.0,0.012,0.06,0.005,0.008,0.04,3.6,7.08,9.11,4.31,3.26,2.33,1.78,0.82
OR-26-06,254.0,256.0,0.005,0.02,0.007,0.001,0.006,3.1,7.13,9.77,4.88,4.65,1.55,1.76,0.83
OR-26-06,256.0,258.0,0.005,0.02,0.005,0.001,0.006,2.3,8.62,9.19,5.33,3.88,2.74,0.83,1.06
OR-26-06,258.0,260,0.012,0.05,0.011,0.003,0.024,2.8,7.16,7.61,3.69,4.04,1.95,1.6,0.85
